ModChr,ModStart,ModEnd,Strand,ModID,ModType,Motif score,Support Num,Cell/Tissue,Seq Type,Transcript ID Num,Conserved Sites Num,snoRNA List,Writer Name
chr12,109529930,109529931,+,ac4C_site_461,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr12,109099255,109099256,+,ac4C_site_460,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr2,108763324,108763325,+,ac4C_site_1133,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr11,108509413,108509414,-,ac4C_site_364,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr6,107957991,107957992,-,ac4C_site_1612,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr12,107739471,107739472,-,ac4C_site_459,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chrX,106930575,106930576,+,ac4C_site_1835,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr14,105367317,105367318,+,ac4C_site_578,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr2,105049301,105049302,+,ac4C_site_1131,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr12,103930513,103930514,+,ac4C_site_455,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr10,103612953,103612954,-,ac4C_site_242,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr10,103105752,103105753,-,ac4C_site_239,ac4C,noScore,1,DLD1,acRIP-seq,10,0,na,na
chr10,103089785,103089786,+,ac4C_site_238,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr10,103089783,103089784,-,ac4C_site_237,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr14,102933474,102933475,+,ac4C_site_572,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr8,102864088,102864089,-,ac4C_site_1734,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr7,102476224,102476225,-,ac4C_site_1688,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr11,102223685,102223686,+,ac4C_site_359,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr7,101212562,101212563,-,ac4C_site_1686,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr7,100807502,100807503,-,ac4C_site_1681,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr7,100678555,100678556,+,ac4C_site_1680,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr7,100553422,100553423,+,ac4C_site_1679,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr7,100024253,100024254,+,ac4C_site_1675,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr6,99410877,99410878,-,ac4C_site_1610,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr7,98992180,98992181,+,ac4C_site_1673,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr2,98563556,98563557,+,ac4C_site_1129,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr10,97465894,97465895,-,ac4C_site_230,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr2,96799118,96799119,+,ac4C_site_1128,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr12,96324039,96324040,-,ac4C_site_453,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr2,96253989,96253990,-,ac4C_site_1126,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr13,95071730,95071731,-,ac4C_site_505,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr10,93333825,93333826,-,ac4C_site_224,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr14,92940527,92940528,-,ac4C_site_567,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr1,92387100,92387101,+,ac4C_site_111,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr9,92263010,92263011,-,ac4C_site_1766,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr14,92004434,92004435,-,ac4C_site_564,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr8,91085090,91085091,+,ac4C_site_1728,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr15,90879492,90879493,+,ac4C_site_641,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr15,90087187,90087188,-,ac4C_site_638,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr16,89737937,89737938,-,ac4C_site_734,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr14,89712623,89712624,+,ac4C_site_563,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr14,89412192,89412193,-,ac4C_site_562,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr9,89387499,89387500,-,ac4C_site_1765,ac4C,noScore,1,DLD1,acRIP-seq,10,0,na,na
chr12,89352156,89352157,+,ac4C_site_449,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr15,89188246,89188247,+,ac4C_site_637,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr6,88904881,88904882,-,ac4C_site_1608,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr16,88721890,88721891,-,ac4C_site_728,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr15,88475118,88475119,+,ac4C_site_636,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr9,88426524,88426525,+,ac4C_site_1763,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr9,88388492,88388493,+,ac4C_site_1762,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr9,86354362,86354363,-,ac4C_site_1761,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr1,85320795,85320796,-,ac4C_site_110,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr2,85320617,85320618,-,ac4C_site_1123,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr15,84798687,84798688,+,ac4C_site_635,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr17,82442394,82442395,+,ac4C_site_871,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr17,82056916,82056917,+,ac4C_site_870,ac4C,noScore,1,DLD1,acRIP-seq,12,0,na,na
chr13,81690460,81690461,+,ac4C_site_504,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr17,81510059,81510060,-,ac4C_site_865,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr15,80779492,80779493,+,ac4C_site_631,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr5,80627036,80627037,-,ac4C_site_1488,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr14,80504964,80504965,-,ac4C_site_561,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr8,80037944,80037945,-,ac4C_site_1727,ac4C,noScore,1,DLD1,acRIP-seq,14,0,na,na
chr12,79817442,79817443,-,ac4C_site_448,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr10,79304092,79304093,+,ac4C_site_220,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr6,79234610,79234611,-,ac4C_site_1601,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr15,78921924,78921925,-,ac4C_site_626,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr17,78870950,78870951,-,ac4C_site_861,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr17,78171788,78171789,+,ac4C_site_857,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr1,78046197,78046198,+,ac4C_site_109,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr7,76482988,76482989,+,ac4C_site_1671,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr17,76097853,76097854,-,ac4C_site_851,ac4C,noScore,1,DLD1,acRIP-seq,11,0,na,na
chr17,76083559,76083560,-,ac4C_site_850,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr17,76083545,76083546,+,ac4C_site_849,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr12,76053829,76053830,-,ac4C_site_446,ac4C,noScore,1,DLD1,acRIP-seq,18,0,na,na
chr17,75756498,75756499,+,ac4C_site_846,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr17,75729296,75729297,+,ac4C_site_845,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr15,75598604,75598605,-,ac4C_site_623,ac4C,noScore,1,DLD1,acRIP-seq,9,0,na,na
chr12,75504001,75504002,-,ac4C_site_445,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr14,75469376,75469377,+,ac4C_site_556,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr14,74782230,74782231,+,ac4C_site_553,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr16,74622634,74622635,-,ac4C_site_719,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr2,74503292,74503293,+,ac4C_site_1121,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr16,74463401,74463402,-,ac4C_site_718,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr2,74460518,74460519,+,ac4C_site_1119,ac4C,noScore,1,DLD1,acRIP-seq,8,0,na,na
chr2,74371197,74371198,-,ac4C_site_1116,ac4C,noScore,1,DLD1,acRIP-seq,12,0,na,na
chr2,74154054,74154055,-,ac4C_site_1114,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr7,73841133,73841134,-,ac4C_site_1663,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr11,73760867,73760868,-,ac4C_site_348,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chr7,73570024,73570025,-,ac4C_site_1659,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr14,73277157,73277158,-,ac4C_site_552,ac4C,noScore,1,DLD1,acRIP-seq,14,0,na,na
chr15,72544890,72544891,+,ac4C_site_616,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr2,72480681,72480682,-,ac4C_site_1112,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr10,72275751,72275752,-,ac4C_site_218,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chrX,72275576,72275577,-,ac4C_site_1833,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr11,72018900,72018901,-,ac4C_site_347,ac4C,noScore,1,DLD1,acRIP-seq,11,0,na,na
chrX,71240565,71240566,-,ac4C_site_1831,ac4C,noScore,1,DLD1,acRIP-seq,5,0,na,na
chr15,70667924,70667925,-,ac4C_site_614,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr11,70433204,70433205,+,ac4C_site_343,ac4C,noScore,1,DLD1,acRIP-seq,6,0,na,na
chrX,70403947,70403948,+,ac4C_site_1830,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr10,70299328,70299329,-,ac4C_site_217,ac4C,noScore,1,DLD1,acRIP-seq,7,0,na,na
chr9,70277425,70277426,+,ac4C_site_1760,ac4C,noScore,1,DLD1,acRIP-seq,1,0,na,na
chr15,69405026,69405027,+,ac4C_site_613,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr16,69356531,69356532,-,ac4C_site_713,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr2,69323152,69323153,-,ac4C_site_1106,ac4C,noScore,1,DLD1,acRIP-seq,2,0,na,na
chr14,69054802,69054803,-,ac4C_site_550,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr3,69048471,69048472,-,ac4C_site_1381,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr14,68789578,68789579,-,ac4C_site_549,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr11,68759631,68759632,-,ac4C_site_338,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr16,68691844,68691845,+,ac4C_site_711,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
chr11,68262050,68262051,-,ac4C_site_337,ac4C,noScore,1,DLD1,acRIP-seq,3,0,na,na
chr16,68229409,68229410,-,ac4C_site_709,ac4C,noScore,1,DLD1,acRIP-seq,4,0,na,na
